Now the first column is url which is missing 404, second column is Anchor text and third column is Linked From
keep in mind that https://alpine-academy-frontend.vercel.app/ is baseUrl of project, you need to fix each 404 link on these page , only need to fix these links please

URL	Anchor Text	Linked From
https://alpine-academy-frontend.vercel.app/en/classes-esqui-grup-empreses-collegis-baqueira.html	Català	https://alpine-academy-frontend.vercel.app/en/ski-lessons-companies-schools-baqueira.html
https://alpine-academy-frontend.vercel.app/en/cours-ski-groupe-entreprises-ecoles-baqueira.html	Français	https://alpine-academy-frontend.vercel.app/en/ski-lessons-companies-schools-baqueira.html
https://alpine-academy-frontend.vercel.app/en/aulas-esqui-grupo-empresas-escolas-baqueira.html	Português	https://alpine-academy-frontend.vercel.app/en/ski-lessons-companies-schools-baqueira.html
https://alpine-academy-frontend.vercel.app/en/clases-esqui-baqueira.html	Clases de esquí	https://alpine-academy-frontend.vercel.app/en/ski-lessons-companies-schools-baqueira.html
https://alpine-academy-frontend.vercel.app/fr/group-ski-lessons-businesses-schools-baqueira.html	English	https://alpine-academy-frontend.vercel.app/fr/cours-entreprises-ecoles-baqueira.html
https://alpine-academy-frontend.vercel.app/fr/classes-esqui-grup-empreses-collegis-baqueira.html	Català	https://alpine-academy-frontend.vercel.app/fr/cours-entreprises-ecoles-baqueira.html
https://alpine-academy-frontend.vercel.app/fr/cours-ski-groupe-entreprises-ecoles-baqueira.html	Français	https://alpine-academy-frontend.vercel.app/fr/cours-entreprises-ecoles-baqueira.html
https://alpine-academy-frontend.vercel.app/fr/aulas-esqui-grupo-empresas-escolas-baqueira.html	Português	https://alpine-academy-frontend.vercel.app/fr/cours-entreprises-ecoles-baqueira.html
https://alpine-academy-frontend.vercel.app/fr/clases-esqui-baqueira.html	Clases de esquí	https://alpine-academy-frontend.vercel.app/fr/cours-entreprises-ecoles-baqueira.html
https://alpine-academy-frontend.vercel.app/pt/group-ski-lessons-businesses-schools-baqueira.html	English	https://alpine-academy-frontend.vercel.app/pt/aulas-empresas-escolas-baqueira.html
